Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,sp.,Pocillopora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,sp.,Pocillopora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,sp.,Pocillopora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,sp.,Porites sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,contigua,Psammocora contigua,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,contigua,Psammocora contigua,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,contigua,Psammocora contigua,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,haimeana,Psammocora haimeana,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,profundacella,Psammocora profundacella,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,profundacella,Psammocora profundacella,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,profundacella,Psammocora profundacella,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,yuma,Ricordea yuma,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,sp.,Sarcophyton sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,sp.,Sarcophyton sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,sp.,Sarcophyton sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,sp.,Sinularia sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,sp.,Sinularia sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,sp.,Sinularia sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,sp.,Sinularia sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,sp.,Sinularia sp.,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,maxima,Tridacna maxima,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,maxima,Tridacna maxima,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,sp.,Tridacna sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,reniformis,Turbinaria reniformis,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,Panama,Gulf of Chiriqui,Uva Island,N_A,7.805096,-81.714675,12000,2,10,2007,2009,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,Panama,N_A,N_A,Gulf of Panama,8.907315,-79.40694,12000,2,10,2007,2009,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,France,N_A,N_A,Clipperton Atoll,10.271207,-109.242423,10000,2,10,2006,2008,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,Mexico,Revillagigdo Archipelago,N_A,N_A,18.690977,-110.891461,140000,2,10,2006,2008,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,Mexico,Baja California,La Paz,N_A,24.443376,-110.572417,50000,2,10,2006,2008,LaJeunesse_2010_Proc_Royal_Soc_B_277_2925,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sansibaricus,Zoanthus sansibaricus,in hospite,Pacific,Japan,Kagoshima,Amami,Tomori,28.234855,129.53667,60000,0,0,2003,2004,Reimer_2006_Phycol_Res_54_122,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sansibaricus,Zoanthus sansibaricus,in hospite,Pacific,Japan,Kagoshima,Yakushima,Tsukazaki,30.298971,130.326087,40000,0,0,2003,2004,Reimer_2006_Phycol_Res_54_122,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sansibaricus,Zoanthus sansibaricus,in hospite,Pacific,Japan,Kagoshima,Sakurajima,Hakamagoshi,31.473109,130.582619,15000,2,2,2003,2004,Reimer_2006_Phycol_Res_54_122,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sansibaricus,Zoanthus sansibaricus,in hospite,Pacific,Japan,Kagoshima,Sakurajima,Hakamagoshi,31.473109,130.582619,15000,5,5,2003,2004,Reimer_2006_Phycol_Res_54_122,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sansibaricus,Zoanthus sansibaricus,in hospite,Pacific,Japan,Kagoshima,Sakurajima,Hakamagoshi,31.473109,130.582619,15000,9,9,2003,2004,Reimer_2006_Phycol_Res_54_122,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sansibaricus,Zoanthus sansibaricus,in hospite,Pacific,Japan,Kagoshima,Kokobu,Wakamiko,31.637122,130.690961,25000,2,2,2003,2004,Reimer_2006_Phycol_Res_54_122,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Harry's Bommie,-23.4604167,151.9293167,50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Harry's Bommie,-23.4604167,151.9293167,50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Harry's Bommie,-23.4604167,151.9293167,50,9,11,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Harry's Bommie,-23.4604167,151.9293167,50,17,19,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Tenements II,-23.43305,151.9292667,50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Tenements II,-23.43305,151.9292667,50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Tenements II,-23.43305,151.9292667,50,9,11,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Tenements II,-23.43305,151.9292667,50,9,11,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Tenements II,-23.43305,151.9292667,50,17,19,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,Tenements II,-23.43305,151.9292667,50,17,19,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,4th Point,-23.43185,151.9888333,50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,4th Point,-23.43185,151.9888333,50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favites,abdita,Favites abdita,in hospite,Indian,Australia,Western Australia,Abrolhos Islands,N_A,-28.695921,113.647341,50000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Galaxea,fascicularis,Galaxea fascicularis,in hospite,Indian,Australia,Western Australia,Ningaloo,N_A,-23.097835,113.624526,50000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,aspera,Goniastrea aspera,in hospite,Indian,Australia,Western Australia,Abrolhos Islands,N_A,-28.695921,113.647341,50000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,aspera,Goniastrea aspera,in hospite,Indian,Australia,Western Australia,Dampier,N_A,-20.663799,116.70846,100000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,australensis,Goniastrea australensis,in hospite,Indian,Australia,Western Australia,Dunsborough,N_A,-33.596592,115.125443,15000,0,15,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,australensis,Goniastrea australensis,in hospite,Indian,Australia,Western Australia,Rottnest Island,N_A,-32.023786,115.550522,15000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,australensis,Goniastrea australensis,in hospite,Indian,Australia,Western Australia,Abrolhos Islands,N_A,-28.695921,113.647341,50000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Indian,Australia,Western Australia,Rottnest Island,N_A,-32.023786,115.550522,15000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
