Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Indian,Australia,Western Australia,Dampier,N_A,-20.663799,116.70846,100000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,in hospite,Indian,Australia,Western Australia,Ningaloo,N_A,-23.097835,113.624526,50000,0,7,2005,2005,Silverstein_2011_MEPS_422_63,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Pacific,United States,American Samoa,Ofu Island,Pools 300 & 402,-14.105366,-169.39257,3500,0.8,1.3,2004,2006,Smith_2008_Pac_Sci_62_57,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,cactus,Pavona cactus,in hospite,Aquarium,United States,Florida,Orlando,Sea World,28.410732,-81.462772,2000,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,in hospite,Aquarium,Fiji,N_A,N_A,Adams,-17.713371,178.065032,350000,N_A,N_A,2005,2005,Smith_2009_J_Phycol_45_1030,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,in hospite,Aquarium,Fiji,N_A,N_A,Adams,-17.713371,178.065032,350000,N_A,N_A,2005,2005,Smith_2009_J_Phycol_45_1030,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,in hospite,Aquarium,United States,Florida,Orlando,Sea World,28.410732,-81.462772,2000,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,in hospite,Aquarium,United States,Florida,Orlando,Sea World,28.410732,-81.462772,2000,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,sp.,Pavona sp.,in hospite,Aquarium,N_A,N_A,N_A,Riddle,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Aquarium,United States,Florida,Orlando,Sea World,28.410732,-81.462772,2000,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Aquarium,N_A,N_A,N_A,Wilkes,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Smith_2009_J_Phycol_45_1030,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-6P,16.7185167,-169.5513333,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-23,16.7473,-169.5093167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-5P,16.77415,-169.4970167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,nasuta,Acropora nasuta,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-20,16.7611667,-169.5269667,100,5,10,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,nasuta,Acropora nasuta,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,nasuta,Acropora nasuta,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-1AP,16.7860333,-169.4618333,100,15,20,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,scutaria,Fungia scutaria,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,scutaria,Fungia scutaria,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-4P,16.771,-169.5056,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,scutaria,Fungia scutaria,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-5P,16.77415,-169.4970167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,sp.,Leptastrea sp.,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-5P,16.77415,-169.4970167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,sp.,Leptastrea sp.,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-1AP,16.7860333,-169.4618333,100,15,20,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,varians,Pavona varians,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-23,16.7473,-169.5093167,100,2,4,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-1AP,16.7860333,-169.4618333,100,15,20,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-22,16.7643,-169.5255833,100,10,15,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-1AP,16.7860333,-169.4618333,100,15,20,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,cloning,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JOH-22,16.7643,-169.5255833,100,10,15,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,hystrix,Seriatopora hystrix,in hospite,Indian,Australia,Western Australia,Scott Reef,SL5,14.111667,121.853056,10000,0,5,2003,2009,van_Oppen_2011_Mol_Ecol_20_1647,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,hystrix,Seriatopora hystrix,in hospite,Indian,Australia,Western Australia,Scott Reef,SL7,14.111667,121.853056,10000,0,5,2003,2009,van_Oppen_2011_Mol_Ecol_20_1647,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,hystrix,Seriatopora hystrix,in hospite,Indian,Australia,Western Australia,Scott Reef,SL5,14.111667,121.853056,10000,10,13,2003,2009,van_Oppen_2011_Mol_Ecol_20_1647,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,hystrix,Seriatopora hystrix,in hospite,Indian,Australia,Western Australia,Scott Reef,SL7,14.111667,121.853056,10000,10,13,2003,2009,van_Oppen_2011_Mol_Ecol_20_1647,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,hystrix,Seriatopora hystrix,in hospite,Indian,Australia,Western Australia,Scott Reef,SL7,14.111667,121.853056,10000,24,39,2003,2009,van_Oppen_2011_Mol_Ecol_20_1647,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,hystrix,Seriatopora hystrix,in hospite,Indian,Australia,Western Australia,Scott Reef,SS1,14.111667,121.853056,10000,24,39,2003,2009,van_Oppen_2011_Mol_Ecol_20_1647,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,N_A,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,hystrix,Seriatopora hystrix,in hospite,Indian,Australia,Western Australia,Scott Reef,SL6,14.111667,121.853056,10000,40,43,2003,2009,van_Oppen_2011_Mol_Ecol_20_1647,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS,PmMiI1,sequencing,same_as_AF333515,Cnidaria,Anthozoa,Zoanthidea,Sphenopidae,Palythoa,mutuki,Palythoa mutuki,in hospite,Pacific,Japan,Tokyo,Miyakejima,Izushita,34.074158,139.570587,10000,0,0,2004,2006,Reimer_2006_Coral_Reefs_25_521,N_A,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,culture 152,cloning,EU074879,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,YES_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS,CcFIZ,sequencing,AF195144,Mollusca,Bivalvia,Veneroida,Cardiidae,Corculum,cardissa,Corculum cardissa,in hospite,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,same_as_Symbiodinium pulchrorum and Symbiodinium bermudense,N_A
C,C1,ITS2,7m,DGGE,AF411414,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,gigantea,Pavona gigantea,in hospite,Pacific,Mexico,Baja California,La Paz Bay,La Gaviota Island,24.25,-110.3333333,3500,10,10,1998,2001,IglesiasPrieto_2004_Proc_Royal_Soc_B_271_1757,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS,2,cloning,AY186560,Cnidaria,Anthozoa,Scleractinia,Faviidae,Plesiastrea,versipora,Plesiastrea versipora,in hospite,Pacific,Japan,Kagoshima,Amami,N_A,28.234855,129.53667,60000,1,5,N_A,N_A,RodriguezLanetty_2003_Mar_Biol_143_501,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS,3,cloning,AY186561,Cnidaria,Anthozoa,Scleractinia,Faviidae,Plesiastrea,versipora,Plesiastrea versipora,in hospite,Pacific,Japan,Kagoshima,Amami,N_A,28.234855,129.53667,60000,1,5,N_A,N_A,RodriguezLanetty_2003_Mar_Biol_143_501,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS,7_1,cloning,AY186562,Cnidaria,Anthozoa,Scleractinia,Faviidae,Plesiastrea,versipora,Plesiastrea versipora,in hospite,Pacific,Japan,Kagoshima,Amami,N_A,28.234855,129.53667,60000,1,5,N_A,N_A,RodriguezLanetty_2003_Mar_Biol_143_501,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS,8,cloning,AY186564,Cnidaria,Anthozoa,Scleractinia,Faviidae,Plesiastrea,versipora,Plesiastrea versipora,in hospite,Pacific,Japan,N_A,Amakusa,N_A,31.726034,129.895052,30000,4,6,N_A,N_A,RodriguezLanetty_2003_Mar_Biol_143_501,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS,6,cloning,AY186571,Cnidaria,Anthozoa,Scleractinia,Faviidae,Plesiastrea,versipora,Plesiastrea versipora,in hospite,Pacific,Japan,Kagoshima,Amami,N_A,28.234855,129.53667,60000,1,5,N_A,N_A,RodriguezLanetty_2003_Mar_Biol_143_501,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074876,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074877,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074880,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074885,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074886,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074887,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074891,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074892,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074939,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,culture 152,cloning,EU074966,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,458X,sequencing,FM877426,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Ctenactis,echinata,Ctenactis echinata,in hospite,Pacific,United States,Mariana Islands,Guam,N_A,13.50385,144.723552,30000,N_A,N_A,1999,1999,Pochon_2010_J_Phycol_46_53,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,6341X,cloning,FN298462,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4324833,-157.7893,250,4,4,2007,2007,Pochon_2010_J_Phycol_46_53,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,6342X,cloning,FN298464,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4324833,-157.7893,250,4,4,2007,2007,Pochon_2010_J_Phycol_46_53,N_A,same_as_Symbiodinium goreaui,N_A
C,C1,ITS2,6342X,sequencing,FN298464,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,United States,Hawaiian Islands,Oahu,Kaneohe Bay,21.4324833,-157.7893,250,4,4,2009,2009,Pochon_2010_J_Phycol_46_53,N_A,same_as_Symbiodinium goreaui,N_A
C,C1_v1a,ITS2,N_A,cloning,FJ919243,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Leptoseris,sp,Leptoseris sp,in hospite,Pacific,United States,Hawaiian Islands,Maui,Au'au Channel,20.7945833,156.71745,10000,82,82,2006,2007,Chan_2009_BMC_Ecology_9_21,N_A,N_A,N_A
C,C1_v1a,ITS2,N_A,cloning,FJ919243,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Leptoseris,sp,Leptoseris sp,in hospite,Pacific,United States,Hawaiian Islands,Maui,Au'au Channel,20.7973333,156.7174667,10000,67,67,2006,2007,Chan_2009_BMC_Ecology_9_21,N_A,N_A,N_A
C,C1_v1a,ITS2,N_A,cloning,FJ919243,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Leptoseris,sp,Leptoseris sp,in hospite,Pacific,United States,Hawaiian Islands,Maui,Au'au Channel,20.95025,156.7500167,10000,70,70,2006,2007,Chan_2009_BMC_Ecology_9_21,N_A,N_A,N_A
C,C1_v1b,ITS2,N_A,cloning,FJ919244,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Leptoseris,sp,Leptoseris sp,in hospite,Pacific,United States,Hawaiian Islands,Maui,Au'au Channel,20.7945833,156.71745,10000,82,82,2006,2007,Chan_2009_BMC_Ecology_9_21,N_A,N_A,N_A
C,C1_v1b,ITS2,N_A,cloning,FJ919244,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Leptoseris,sp,Leptoseris sp,in hospite,Pacific,United States,Hawaiian Islands,Maui,Au'au Channel,20.7973333,156.7174667,10000,67,67,2006,2007,Chan_2009_BMC_Ecology_9_21,N_A,N_A,N_A
C,C1_v1b,ITS2,N_A,cloning,FJ919244,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Leptoseris,sp,Leptoseris sp,in hospite,Pacific,United States,Hawaiian Islands,Maui,Au'au Channel,20.95025,156.7500167,10000,70,70,2006,2007,Chan_2009_BMC_Ecology_9_21,N_A,N_A,N_A
C,C1:1,ITS2,N_A,DGGE,N_A,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Rhytisma,sp.,Rhytisma sp.,in hospite,Pacific,Australia,Great Barrier Reef,N_A,N_A,-18.536533,146.850137,65000,2,6,1998,1998,Goulet_2008_Mar_Biol_154_795,N_A,N_A,N_A
C,C1:1a,ITS2,N_A,DGGE,N_A,Cnidaria,Anthozoa,Alcyonacea,Briareidae,Briareum,sp.,Briareum sp.,in hospite,Pacific,Australia,Great Barrier Reef,N_A,N_A,-18.536533,146.850137,65000,2,6,1998,1998,Goulet_2008_Mar_Biol_154_795,N_A,N_A,N_A
C,C1:2,ITS2,N_A,DGGE,N_A,Cnidaria,Anthozoa,Alcyonacea,Briareidae,Briareum,sp.,Briareum sp.,in hospite,Pacific,Australia,Great Barrier Reef,N_A,N_A,-18.536533,146.850137,65000,2,6,1998,1998,Goulet_2008_Mar_Biol_154_795,N_A,N_A,N_A
C,C1:2,ITS2,N_A,DGGE,N_A,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Lemnalia,sp.,Lemnalia sp.,in hospite,Pacific,Australia,Great Barrier Reef,N_A,N_A,-18.536533,146.850137,65000,2,6,1998,1998,Goulet_2008_Mar_Biol_154_795,N_A,N_A,N_A
C,C1:2,ITS2,N_A,DGGE,N_A,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Nephthea,sp.,Nephthea sp.,in hospite,Pacific,Australia,Great Barrier Reef,N_A,N_A,-18.536533,146.850137,65000,2,6,1998,1998,Goulet_2008_Mar_Biol_154_795,N_A,N_A,N_A
C,C1:2,ITS2,N_A,DGGE,N_A,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Paralemnalia,digitiformis,Paralemnalia digitiformis,in hospite,Pacific,Australia,Great Barrier Reef,N_A,N_A,-18.536533,146.850137,65000,2,6,1998,1998,Goulet_2008_Mar_Biol_154_795,N_A,N_A,N_A
C,C1:2,ITS2,N_A,DGGE,N_A,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Paralemnalia,thyrsoides,Paralemnalia thyrsoides,in hospite,Pacific,Australia,Great Barrier Reef,N_A,N_A,-18.536533,146.850137,65000,2,6,1998,1998,Goulet_2008_Mar_Biol_154_795,N_A,N_A,N_A
